birth_year;Salary;District;amount;payments;duration;status
72;11277;Mlada Boleslav;96984;2694;36;C
39;8561;Plzen - jih;107352;2982;36;C
60;12541;Praha;63576;5298;12;C
38;9897;Brno;84600;2350;36;D
77;8720;Hodonin;84288;1756;48;C
78;9198;Liberec;106128;2948;36;C
39;8363;Usti nad Orlici;158976;3312;48;C
68;9622;Praha - zapad;137904;5746;24;B
60;9897;Brno;41856;872;48;C
46;8546;Kutna Hora;151200;4200;36;C
38;8187;Svitavy;100800;4200;24;D
73;12541;Praha;212976;5916;36;C
51;8544;Uherske Hradiste;405780;6763;60;C
59;8512;Zdar nad Sazavou;79632;3318;24;A
67;8757;Jihlava;244560;4076;60;C
73;8909;Vsetin;41988;3499;12;C
56;9624;Zlin;164196;4561;36;C
45;8814;Trebic;51360;4280;12;B
49;8843;Rokycany;51408;2142;24;A
48;10673;Ostrava - mesto;100128;4172;24;C
42;8965;Louny;327660;5461;60;C
46;8173;Jesenik;90156;7513;12;A
68;10673;Ostrava - mesto;221280;4610;48;C
51;8114;Pelhrimov;97224;4051;24;A
56;8746;Opava;74040;6170;12;A
67;10446;Most;73836;2051;36;A
61;12541;Praha;87816;7318;12;A
64;8544;Uherske Hradiste;192744;5354;36;C
71;8441;Prostejov;192744;5354;36;A
70;10045;Ceske Budejovice;321240;5354;60;C
35;8746;Opava;66480;2770;24;B
68;8114;Pelhrimov;86184;2394;36;C
62;8390;Jicin;93960;1566;60;C
72;8991;Karlovy Vary;15192;633;24;A
75;8187;Svitavy;135360;2820;48;C
44;9893;Frydek - Mistek;81144;2254;36;C
47;8772;Breclav;61320;1022;60;C
64;8720;Hodonin;300204;8339;36;A
73;8899;Nymburk;20220;1685;12;A
47;8561;Plzen - jih;64656;1347;48;C
76;12541;Praha;66696;2779;24;C
66;8980;Beroun;66696;2779;24;D
70;8899;Nymburk;33348;2779;12;A
51;8909;Vsetin;87528;3647;24;C
80;9753;Kladno;402000;6700;60;C
53;8288;Vyskov;106944;4456;24;C
57;10177;Karvina;162624;3388;48;C
55;11277;Mlada Boleslav;97176;4049;24;C
50;8746;Opava;168264;4674;36;C
59;8507;Benesov;107640;4485;24;A
53;9897;Brno;204780;3413;60;C
48;8512;Zdar nad Sazavou;465072;9689;48;C
60;8369;Nachod;219456;4572;48;C
62;8994;Olomouc;465504;9698;48;D
79;10787;Plzen;59136;1232;48;C
68;9045;Cesky Krumlov;21396;1783;12;A
52;8363;Usti nad Orlici;141648;5902;24;A
64;9538;Pardubice;213300;5925;36;C
78;8110;Bruntal;335184;6983;48;D
79;9307;Kolin;76080;6340;12;A
35;10045;Ceske Budejovice;117024;4876;24;A
70;8388;Havlickuv Brod;98832;2059;48;C
51;8187;Svitavy;143904;5996;24;A
79;9425;Hradec Kralove;359760;5996;60;C
44;8705;Decin;289920;6040;48;C
37;8441;Prostejov;150180;2503;60;C
73;9897;Brno;179328;3736;48;C
66;12541;Praha;258444;7179;36;C
39;8547;Strakonice;128988;3583;36;D
58;12541;Praha;165168;4588;36;C
63;8240;Blansko;110112;4588;24;A
80;9897;Brno;11400;950;12;A
53;8598;Rakovnik;61656;2569;24;B
68;8546;Kutna Hora;317520;5292;60;C
64;8994;Olomouc;53232;1109;48;C
40;12541;Praha;323472;6739;48;A
48;8757;Jihlava;20352;424;48;C
43;9893;Frydek - Mistek;57060;4755;12;C
40;9307;Kolin;22356;621;36;C
46;9897;Brno;58764;4897;12;C
42;8819;Prerov;399120;6652;60;C
56;8598;Rakovnik;79824;6652;12;A
36;12541;Praha;320976;6687;48;D
49;8743;Brno - venkov;14628;1219;12;A
57;8909;Vsetin;173808;7242;24;A
72;8994;Olomouc;193968;5388;36;A
76;9624;Zlin;276300;4605;60;C
73;9753;Kladno;129312;5388;24;D
66;8208;Semily;117420;1957;60;C
70;8254;Chrudim;79608;3317;24;A
70;9045;Cesky Krumlov;170832;3559;48;C
56;9538;Pardubice;240528;5011;48;C
50;9317;Teplice;300660;5011;60;C
60;8594;Plzen - sever;90180;2505;36;C
53;9753;Kladno;68340;1139;60;C
40;8369;Sumperk;202848;4226;48;C
63;8254;Chrudim;149340;2489;60;C
53;9538;Pardubice;158184;4394;36;C
74;8512;Zdar nad Sazavou;368880;6148;60;C
48;8991;Karlovy Vary;174744;7281;24;B
78;9307;Kolin;174744;7281;24;B
71;8994;Olomouc;78696;2186;36;C
54;8720;Hodonin;349392;7279;48;C
53;12541;Praha;209184;4358;48;A
42;9425;Hradec Kralove;32640;680;48;C
57;9045;Cesky Krumlov;140880;2348;60;C
43;8598;Rakovnik;44628;3719;12;A
43;8899;Nymburk;221880;3698;60;C
62;9045;Cesky Krumlov;44376;3698;12;A
44;8402;Prachatice;177504;3698;48;C
79;8720;Hodonin;83016;6918;12;A
48;8814;Trebic;225420;3757;60;C
80;9307;Kolin;285600;4760;60;C
63;10124;Praha - vychod;98592;4108;24;A
51;12541;Praha;99216;2756;36;C
71;8388;Havlickuv Brod;103680;1728;60;D
39;10045;Ceske Budejovice;232560;4845;48;C
59;8363;Usti nad Orlici;290700;4845;60;D
70;10673;Ostrava - mesto;232560;4845;48;C
68;12541;Praha;31176;1299;24;A
67;10177;Karvina;123600;2060;60;C
71;9307;Kolin;177804;4939;36;C
57;8980;Beroun;65184;5432;12;A
63;8390;Jicin;184620;3077;60;C
64;9045;Cesky Krumlov;87216;1817;48;B
44;8561;Plzen - jih;78720;1640;48;C
62;8187;Svitavy;141240;5885;24;A
57;8720;Hodonin;61056;1272;48;A
70;9538;Pardubice;28248;1177;24;A
40;8909;Vsetin;464520;7742;60;B
38;12541;Praha;11736;489;24;A
49;8772;Breclav;276660;7685;36;B
63;12541;Praha;5148;429;12;C
75;8991;Karlovy Vary;321360;5356;60;C
74;8402;Prachatice;407952;8499;48;D
77;8546;Kutna Hora;360864;7518;48;D
73;8843;Rokycany;26208;728;36;C
37;12541;Praha;270648;7518;36;B
63;9897;Brno;67608;2817;24;C
58;10673;Ostrava - mesto;59760;2490;24;A
42;9675;Chomutov;247920;5165;48;C
57;8110;Bruntal;247920;5165;48;D
60;10673;Ostrava - mesto;398640;6644;60;C
37;9307;Kolin;87360;3640;24;C
62;8965;Louny;87360;3640;24;A
49;9624;Zlin;85632;1784;48;C
53;10787;Plzen;79920;1332;60;C
62;8980;Beroun;270384;5633;48;C
46;8754;Pribram;17508;1459;12;A
66;9060;Rychnov nad Kneznou;181020;3017;60;C
58;8930;Tachov;72408;3017;24;B
78;10177;Karvina;36684;3057;12;A
58;12541;Praha;110136;4589;24;A
76;12541;Praha;34572;2881;12;A
51;9675;Chomutov;10944;304;36;C
75;8187;Svitavy;150912;4192;36;C
76;8814;Trebic;43164;3597;12;A
46;9753;Kladno;76908;6409;12;B
66;8546;Kutna Hora;104964;8747;12;C
64;9920;Melnik;38496;3208;12;C
65;10673;Ostrava - mesto;76992;3208;24;C
66;8965;Louny;212400;5900;36;A
78;12541;Praha;390660;6511;60;C
76;8427;Jindrichuv Hradec;60156;1671;36;B
67;12541;Praha;100260;1671;60;C
66;9897;Brno;294384;6133;48;C
58;8814;Trebic;116496;4854;24;C
50;8427;Jindrichuv Hradec;22968;638;36;C
65;8867;Jablonec n. Nisou;127200;2650;48;C
71;9307;Kolin;95400;2650;36;A
79;8965;Louny;64860;1081;60;C
63;8994;Olomouc;137880;2298;60;D
76;8544;Uherske Hradiste;37908;3159;12;A
44;12541;Praha;17184;1432;12;A
79;9425;Hradec Kralove;124344;3454;36;C
66;8441;Prostejov;49320;1370;36;C
69;8980;Beroun;139488;5812;24;C
79;10673;Ostrava - mesto;194880;4060;48;C
60;9832;Usti nad Labem;25944;1081;24;A
66;9198;Liberec;475680;9910;48;C
68;8965;Louny;96768;2688;36;C
43;8541;Trutnov;288720;6015;48;C
79;8173;Jesenik;495180;8253;60;C
47;8743;Brno - venkov;63972;1777;36;D
45;8720;Hodonin;194160;4045;48;C
71;12541;Praha;234336;4882;48;C
57;8369;Nachod;47016;3918;12;A
48;8743;Brno - venkov;48672;1352;36;A
39;8754;Pribram;74124;2059;36;C
41;8678;Novy Jicin;49488;2062;24;C
54;12541;Praha;203940;3399;60;C
71;9920;Melnik;99744;4156;24;C
67;8909;Vsetin;49872;4156;12;C
43;9307;Kolin;155640;6485;24;A
55;8208;Semily;63360;1056;60;C
48;8114;Pelhrimov;152160;2536;60;C
40;10177;Karvina;73260;1221;60;C
53;9622;Praha - zapad;49044;4087;12;C
45;12541;Praha;80952;3373;24;A
39;9104;Tabor;30276;2523;12;B
62;9893;Frydek - Mistek;30276;2523;12;A
40;8402;Prachatice;110736;2307;48;C
39;9624;Zlin;55368;2307;24;A
56;8930;Tachov;63312;1319;48;A
55;10446;Most;91200;3800;24;A
58;8288;Vyskov;288468;8013;36;A
67;9897;Brno;590820;9847;60;C
72;9425;Hradec Kralove;41952;3496;12;A
73;8772;Breclav;12792;1066;12;C
75;8994;Olomouc;309600;6450;48;C
75;8444;Kromeriz;153504;3198;48;C
74;8427;Jindrichuv Hradec;130464;2718;48;C
49;9104;Tabor;191880;3198;60;C
50;12541;Praha;31728;1322;24;A
70;8544;Uherske Hradiste;320592;6679;48;C
43;9893;Frydek - Mistek;170448;3551;48;C
41;9317;Teplice;42384;3532;12;C
78;8369;Nachod;390096;8127;48;C
58;12541;Praha;94488;3937;24;C
55;8187;Svitavy;220440;3674;60;C
47;8598;Rakovnik;45456;3788;12;C
50;8402;Prachatice;140064;5836;24;C
42;8507;Benesov;77544;2154;36;C
68;10673;Ostrava - mesto;51696;2154;24;A
49;8363;Usti nad Orlici;27984;2332;12;A
58;8624;Cheb;196080;4085;48;A
45;9624;Zlin;372120;6202;60;C
45;8402;Prachatice;189696;7904;24;A
48;8965;Louny;20832;434;48;C
70;8441;Prostejov;189696;7904;24;B
51;8705;Decin;91584;3816;24;A
77;8867;Jablonec n. Nisou;68112;5676;12;A
52;8363;Usti nad Orlici;72120;6010;12;A
54;9675;Chomutov;21852;607;36;A
51;8624;Cheb;79344;1653;48;C
69;8561;Plzen - jih;153144;4254;36;C
60;10177;Karvina;97392;8116;12;A
50;8173;Jesenik;84120;3505;24;A
64;8541;Trutnov;42900;3575;12;A
45;8743;Brno - venkov;71460;5955;12;A
67;9897;Brno;473280;7888;60;D
67;8899;Nymburk;144960;3020;48;C
70;10124;Praha - vychod;160656;6694;24;C
42;9198;Liberec;128268;3563;36;C
67;8561;Plzen - jih;77640;6470;12;A
67;9538;Pardubice;35856;1494;24;C
72;8899;Nymburk;93600;3900;24;A
41;10673;Ostrava - mesto;140400;3900;36;A
68;8930;Tachov;208320;4340;48;A
45;8991;Karlovy Vary;49320;4110;12;B
50;8746;Opava;260400;4340;60;D
58;9897;Brno;56100;935;60;C
62;8110;Bruntal;220428;6123;36;C
73;8444;Kromeriz;99300;1655;60;C
68;9065;Litomerice;155880;6495;24;A
65;8390;Jicin;74736;2076;36;A
64;9060;Rychnov nad Kneznou;238716;6631;36;C
69;10787;Plzen;29784;1241;24;A
80;8843;Rokycany;97980;1633;60;C
76;12541;Praha;80340;6695;12;A
38;8187;Svitavy;36204;3017;12;D
76;8930;Tachov;224604;6239;36;A
80;8598;Rakovnik;87840;3660;24;A
75;8444;Kromeriz;8616;359;24;C
40;10177;Karvina;134784;5616;24;A
58;8541;Trutnov;309660;5161;60;C
70;8909;Vsetin;89040;1484;60;C
79;12541;Praha;247728;5161;48;C
62;9060;Rychnov nad Kneznou;7656;319;24;A
61;8843;Rokycany;417060;6951;60;C
76;10045;Ceske Budejovice;333648;6951;48;D
65;8547;Strakonice;266220;4437;60;C
43;8547;Strakonice;220620;3677;60;C
64;8114;Pelhrimov;21072;878;24;A
48;8541;Trutnov;265320;7370;36;A
55;8507;Benesov;85860;1431;60;C
37;10177;Karvina;42840;3570;12;A
45;8624;Cheb;74688;6224;12;A
80;9897;Brno;93036;7753;12;C
52;9538;Pardubice;174048;3626;48;C
45;10045;Ceske Budejovice;173016;4806;36;C
35;12541;Praha;288360;4806;60;C
49;9893;Frydek - Mistek;76680;3195;24;A
42;10673;Ostrava - mesto;230220;6395;36;B
71;9624;Zlin;47304;1971;24;A
62;8369;Nachod;185640;3094;60;C
49;8441;Prostejov;240900;4015;60;C
38;8114;Pelhrimov;85716;2381;36;C
46;8512;Zdar nad Sazavou;67980;5665;12;A
71;8240;Blansko;170700;2845;60;C
80;10177;Karvina;33144;2762;12;A
79;12541;Praha;88272;1839;48;C
72;9624;Zlin;33984;708;48;C
57;12541;Praha;74352;3098;24;C
44;12541;Praha;125340;2089;60;C
61;8544;Uherske Hradiste;76104;3171;24;C
72;12541;Praha;566640;9444;60;C
47;8288;Vyskov;186300;3105;60;C
57;10177;Karvina;45024;938;48;C
55;9624;Zlin;227880;6330;36;A
59;9317;Teplice;186384;3883;48;C
57;10177;Karvina;100224;2088;48;D
52;12541;Praha;70656;1472;48;C
71;8994;Olomouc;155616;3242;48;C
48;9538;Pardubice;50112;2088;24;C
65;12541;Praha;38148;3179;12;A
61;12541;Praha;321936;6707;48;C
65;9425;Hradec Kralove;71976;2999;24;D
53;8757;Jihlava;189300;3155;60;C
57;10124;Praha - vychod;172080;3585;48;A
46;10787;Plzen;272220;4537;60;D
65;9272;Ceska Lipa;16032;334;48;C
38;8899;Nymburk;52236;1451;36;C
37;8968;Pisek;163332;4537;36;C
69;9624;Zlin;69600;1450;48;C
40;8772;Breclav;272220;4537;60;C
60;8594;Plzen - sever;215040;3584;60;C
36;8390;Jicin;127080;2118;60;A
47;8994;Olomouc;29448;2454;12;B
61;8173;Jesenik;122472;5103;24;C
69;8843;Rokycany;82128;3422;24;C
72;9622;Praha - zapad;164256;3422;48;C
66;8541;Trutnov;191580;3193;60;C
41;9065;Litomerice;83280;1735;48;C
61;9622;Praha - zapad;86616;7218;12;A
52;10673;Ostrava - mesto;285240;4754;60;C
79;8720;Hodonin;23184;1932;12;A
64;9893;Frydek - Mistek;39576;3298;12;A
80;9272;Ceska Lipa;39576;3298;12;A
74;10177;Karvina;41904;3492;12;A
59;9622;Praha - zapad;52128;2172;24;A
38;8444;Kromeriz;188616;7859;24;C
66;12541;Praha;99936;4164;24;C
44;12541;Praha;120888;3358;36;A
40;10177;Karvina;86184;7182;12;A
77;9897;Brno;83628;2323;36;C
57;8444;Kromeriz;44640;1860;24;C
51;8746;Opava;374760;6246;60;C
72;8369;Sumperk;36396;3033;12;A
80;9920;Melnik;225504;4698;48;C
65;9624;Zlin;188688;3931;48;C
48;9104;Tabor;116832;9736;12;A
49;8899;Nymburk;341280;5688;60;C
61;12541;Praha;228276;6341;36;C
51;8444;Kromeriz;18324;1527;12;A
66;8544;Uherske Hradiste;46176;962;48;C
71;12541;Praha;157068;4363;36;C
70;8930;Tachov;104712;4363;24;A
44;10673;Ostrava - mesto;104712;4363;24;A
70;8403;Znojmo;244368;5091;48;C
57;9622;Praha - zapad;59448;2477;24;C
52;10177;Karvina;59448;2477;24;D
37;12541;Praha;76416;3184;24;A
63;8965;Louny;176148;4893;36;C
69;12541;Praha;279072;5814;48;C
41;8814;Trebic;139536;5814;24;A
44;8369;Sumperk;88200;2450;36;C
39;11277;Mlada Boleslav;31620;527;60;C
39;9897;Brno;116040;1934;60;C
71;9897;Brno;113796;3161;36;A
76;10673;Ostrava - mesto;151728;3161;48;D
43;8363;Usti nad Orlici;133968;2791;48;C
72;9624;Zlin;96168;8014;12;A
39;9538;Pardubice;126600;5275;24;A
68;9104;Tabor;97632;8136;12;A
64;8561;Plzen - jih;300600;5010;60;C
80;8507;Benesov;331560;5526;60;C
61;12541;Praha;36168;3014;12;A
71;8441;Prostejov;89340;1489;60;C
74;8991;Karlovy Vary;19044;529;36;C
78;9624;Zlin;210744;5854;36;C
64;11277;Mlada Boleslav;194940;5415;36;C
44;12541;Praha;218064;4543;48;C
43;8114;Pelhrimov;91632;7636;12;A
59;9753;Kladno;233424;6484;36;C
46;8369;Sumperk;311232;6484;48;C
55;12541;Praha;77808;6484;12;A
70;8544;Uherske Hradiste;167100;2785;60;C
73;12541;Praha;231696;6436;36;A
65;8743;Brno - venkov;121896;5079;24;A
59;10446;Most;215388;5983;36;B
69;8620;Domazlice;136368;5682;24;C
65;9675;Chomutov;22104;1842;12;C
63;10177;Karvina;305424;6363;48;C
66;8965;Louny;44304;1846;24;C
47;8561;Plzen - jih;239160;3986;60;C
56;8254;Chrudim;113436;3151;36;C
65;8561;Plzen - jih;37812;3151;12;C
58;9897;Brno;75624;3151;24;B
62;8173;Jesenik;348120;5802;60;C
53;10045;Ceske Budejovice;421008;8771;48;C
79;9893;Frydek - Mistek;259740;4329;60;A
68;9198;Liberec;31260;2605;12;C
60;8624;Cheb;88704;1848;48;C
40;9104;Tabor;86880;7240;12;A
60;8743;Brno - venkov;21924;609;36;A
49;8620;Domazlice;260640;7240;36;D
69;12541;Praha;194280;3238;60;C
64;10446;Most;123408;5142;24;A
39;8441;Prostejov;54396;1511;36;C
53;8512;Zdar nad Sazavou;151560;6315;24;A
46;8390;Jicin;60000;1000;60;C
55;8994;Olomouc;23412;1951;12;C
76;12541;Praha;482940;8049;60;D
58;10177;Karvina;267600;5575;48;C
41;8754;Pribram;133800;5575;24;C
70;8743;Brno - venkov;417600;6960;60;C
65;8743;Brno - venkov;249792;5204;48;C
56;9832;Usti nad Labem;198240;8260;24;A
79;8427;Jindrichuv Hradec;269964;7499;36;C
80;8507;Benesov;208332;5787;36;C
50;8369;Sumperk;196224;4088;48;C
78;12541;Praha;45720;3810;12;C
76;9622;Praha - zapad;260028;7223;36;A
62;12541;Praha;197808;8242;24;C
38;9198;Liberec;24180;403;60;C
56;8678;Novy Jicin;154656;3222;48;C
37;8930;Tachov;115992;3222;36;A
59;12541;Praha;68832;1912;36;C
42;8369;Nachod;339168;7066;48;C
77;8994;Olomouc;45768;3814;12;A
44;8819;Prerov;45768;3814;12;A
77;8369;Sumperk;31140;519;60;C
35;9675;Chomutov;67464;5622;12;A
41;8427;Jindrichuv Hradec;140688;2931;48;C
56;8187;Svitavy;385560;6426;60;D
42;8403;Znojmo;113544;3154;36;C
58;9272;Ceska Lipa;57120;1190;48;C
54;12541;Praha;131292;3647;36;A
51;8554;Klatovy;152460;2541;60;C
70;8598;Rakovnik;197748;5493;36;A
55;8254;Chrudim;314520;5242;60;C
60;8554;Klatovy;18720;312;60;C
53;8427;Jindrichuv Hradec;115812;3217;36;C
69;8968;Pisek;154416;3217;48;A
78;8288;Vyskov;274740;4579;60;A
76;12541;Praha;168984;7041;24;B
58;9272;Ceska Lipa;48096;2004;24;C
74;8994;Olomouc;217152;6032;36;A
77;8444;Kromeriz;148920;2482;60;C
41;8369;Nachod;69360;1445;48;A
63;9065;Litomerice;119136;2482;48;C
70;8427;Jindrichuv Hradec;98304;8192;12;A
55;8594;Plzen - sever;213300;3555;60;C
63;8444;Kromeriz;108144;3004;36;A
59;8819;Prerov;182628;5073;36;A
63;10177;Karvina;89880;3745;24;A
76;12541;Praha;44940;3745;12;A
80;8754;Pribram;392460;6541;60;C
47;12541;Praha;89280;7440;12;A
48;8705;Decin;155760;6490;24;C
73;9045;Cesky Krumlov;52788;4399;12;A
72;9307;Kolin;67320;1870;36;C
75;8187;Svitavy;317460;5291;60;C
79;9920;Melnik;39168;1632;24;C
52;9897;Brno;280440;4674;60;C
45;12541;Praha;419880;6998;60;C
68;8814;Trebic;54024;4502;12;A
62;8110;Bruntal;129408;5392;24;A
45;12541;Praha;80952;3373;24;A
39;9104;Tabor;30276;2523;12;B
62;9893;Frydek - Mistek;30276;2523;12;A
52;8547;Strakonice;318480;5308;60;D
40;8402;Prachatice;110736;2307;48;C
44;8427;Jindrichuv Hradec;165960;6915;24;A
42;10673;Ostrava - mesto;102876;8573;12;A
67;8254;Chrudim;265320;7370;36;D
50;9104;Tabor;352704;7348;48;C
53;9198;Liberec;162576;4516;36;C
45;9317;Teplice;88440;7370;12;A
39;8512;Zdar nad Sazavou;104808;8734;12;A
67;8678;Novy Jicin;27456;2288;12;A
44;10177;Karvina;109344;9112;12;C
71;8965;Louny;160920;4470;36;C
40;8772;Breclav;123696;2577;48;A
56;8678;Novy Jicin;112752;3132;36;C
73;10045;Ceske Budejovice;91248;1901;48;C
39;9045;Cesky Krumlov;66840;2785;24;C
74;9538;Pardubice;369000;6150;60;C
73;8388;Havlickuv Brod;331584;6908;48;C
47;8369;Nachod;468060;7801;60;C
65;9897;Brno;100980;1683;60;C
47;12541;Praha;187224;7801;24;B
37;8994;Olomouc;42816;3568;12;C
61;9893;Frydek - Mistek;230400;3840;60;C
65;8441;Prostejov;252060;4201;60;D
57;8843;Rokycany;84288;1756;48;C
41;9897;Brno;357840;7455;48;D
60;11277;Mlada Boleslav;196800;8200;24;D
66;8598;Rakovnik;262980;4383;60;C
56;10177;Karvina;210384;4383;48;C
42;9272;Ceska Lipa;91152;3798;24;A
40;8561;Plzen - jih;12540;1045;12;A
45;8757;Jihlava;102240;1704;60;C
56;12541;Praha;76944;6412;12;A
52;9104;Tabor;156096;4336;36;C
70;10446;Most;73056;1522;48;C
51;9897;Brno;208128;4336;48;B
57;8173;Jesenik;215616;4492;48;D
55;8427;Jindrichuv Hradec;24312;2026;12;A
61;9317;Teplice;48624;2026;24;A
60;9307;Kolin;538500;8975;60;C
48;8402;Prachatice;53076;4423;12;A
77;8994;Olomouc;187104;7796;24;A
54;12541;Praha;87216;1817;48;C
71;8746;Opava;178500;2975;60;C
35;8994;Olomouc;309552;6449;48;C
40;10177;Karvina;22260;371;60;C
58;9065;Litomerice;284280;4738;60;C
58;9753;Kladno;189060;3151;60;C
66;8546;Kutna Hora;108720;1812;60;C
75;10177;Karvina;188532;5237;36;C
44;8390;Jicin;204000;3400;60;C
45;8403;Znojmo;98184;4091;24;A
36;8363;Usti nad Orlici;253200;4220;60;C
50;8363;Usti nad Orlici;253200;4220;60;C
79;8390;Jicin;50976;1416;36;C
56;9897;Brno;385104;8023;48;C
63;8547;Strakonice;192552;8023;24;B
68;9622;Praha - zapad;149040;3105;48;A
51;10673;Ostrava - mesto;128544;5356;24;C
46;9893;Frydek - Mistek;35904;748;48;C
71;8403;Znojmo;99696;2077;48;D
42;8544;Uherske Hradiste;182640;3805;48;C
62;8598;Rakovnik;148140;4115;36;C
46;8965;Louny;71064;1974;36;A
60;8743;Brno - venkov;74772;2077;36;C
44;8743;Brno - venkov;52512;4376;12;C
39;8772;Breclav;185544;5154;36;C
41;8240;Blansko;23520;1960;12;A
67;8240;Blansko;389136;8107;48;C
57;8402;Prachatice;45336;1889;24;A
40;9675;Chomutov;125472;5228;24;C
46;8402;Prachatice;125472;5228;24;C
65;8403;Znojmo;100080;2085;48;C
45;9832;Usti nad Labem;123300;3425;36;C
51;8544;Uherske Hradiste;165780;2763;60;C
75;8930;Tachov;164052;4557;36;B
62;8187;Svitavy;191088;3981;48;C
68;8173;Jesenik;194256;8094;24;C
69;8173;Jesenik;388512;8094;48;D
57;8930;Tachov;78936;6578;12;A
37;8546;Kutna Hora;64224;2676;24;C
40;9538;Pardubice;189792;3954;48;C
50;9893;Frydek - Mistek;141948;3943;36;C
43;8678;Novy Jicin;172272;7178;24;C
40;8594;Plzen - sever;248148;6893;36;A
51;8594;Plzen - sever;30060;501;60;C
53;8930;Tachov;202788;5633;36;C
49;9198;Liberec;43200;1800;24;C
47;9650;Sokolov;96396;8033;12;B
68;8369;Nachod;165960;4610;36;A
74;8594;Plzen - sever;385584;8033;48;C
42;9893;Frydek - Mistek;239460;3991;60;C
52;8743;Brno - venkov;143676;3991;36;C
40;10045;Ceske Budejovice;105804;2939;36;A
50;8402;Prachatice;396120;6602;60;C
66;12541;Praha;37944;1054;36;C
79;12541;Praha;209040;8710;24;C
57;9272;Ceska Lipa;162468;4513;36;C
57;8546;Kutna Hora;57360;4780;12;B
70;12541;Praha;44952;1873;24;C
48;10177;Karvina;55632;2318;24;C
55;10787;Plzen;249312;5194;48;C
63;12541;Praha;205200;5700;36;A
76;9893;Frydek - Mistek;68400;5700;12;B
37;9307;Kolin;290820;4847;60;C
39;8388;Havlickuv Brod;38520;3210;12;A
43;8240;Blansko;176328;4898;36;C
75;9624;Zlin;293880;4898;60;D
71;9065;Litomerice;271260;4521;60;C
40;10177;Karvina;86184;7182;12;A
77;9897;Brno;83628;2323;36;C
57;8444;Kromeriz;44640;1860;24;C
37;10673;Ostrava - mesto;214596;5961;36;C
76;12541;Praha;101520;8460;12;A
74;10177;Karvina;92400;7700;12;A
53;8363;Usti nad Orlici;22932;637;36;C
64;8388;Havlickuv Brod;23328;1944;12;C
80;12541;Praha;71460;1985;36;C
43;8930;Tachov;61560;5130;12;A
56;8541;Trutnov;78600;3275;24;C
65;8427;Jindrichuv Hradec;170256;7094;24;A
66;8110;Bruntal;299088;8308;36;B
40;8899;Nymburk;53472;4456;12;A
51;8402;Prachatice;182040;3034;60;C
70;8930;Tachov;92976;3874;24;A
45;9675;Chomutov;185952;3874;48;C
58;8746;Opava;139464;3874;36;D
64;8843;Rokycany;347952;7249;48;C
49;12541;Praha;415800;6930;60;C
50;8991;Karlovy Vary;72504;3021;24;C
50;8598;Rakovnik;230220;6395;36;C
71;12541;Praha;20196;561;36;C
74;8507;Benesov;314688;6556;48;C
79;8705;Decin;46320;1930;24;A
58;8187;Svitavy;48312;2013;24;C
46;10177;Karvina;541200;9020;60;D
80;9893;Frydek - Mistek;99336;4139;24;A
49;8363;Usti nad Orlici;199680;3328;60;C
73;8968;Pisek;159744;3328;48;C
66;10177;Karvina;49440;824;60;C
56;8594;Plzen - sever;156672;4352;36;A
54;8705;Decin;17952;1496;12;C
40;9425;Hradec Kralove;95808;7984;12;A
78;8363;Usti nad Orlici;293160;4886;60;C
55;8403;Znojmo;200976;4187;48;C
58;12541;Praha;24516;2043;12;A
50;8541;Trutnov;165120;2752;60;C
46;8546;Kutna Hora;466608;9721;48;C
36;12541;Praha;428784;8933;48;C
73;9624;Zlin;360000;7500;48;C
71;8441;Prostejov;89340;1489;60;C
64;12541;Praha;136344;5681;24;C
62;8363;Usti nad Orlici;91632;7636;12;A
78;8746;Opava;231168;4816;48;C
50;8288;Vyskov;93888;2608;36;A
36;8507;Benesov;93888;2608;36;C
47;8363;Usti nad Orlici;69624;1934;36;C
57;8363;Usti nad Orlici;156420;2607;60;C
71;10787;Plzen;66432;2768;24;C
52;8720;Hodonin;335280;6985;48;C
67;9622;Praha - zapad;111384;4641;24;A
47;9622;Praha - zapad;50460;841;60;C
52;12541;Praha;268320;4472;60;C
53;9893;Frydek - Mistek;437460;7291;60;C
49;10673;Ostrava - mesto;380160;6336;60;C
39;10124;Praha - vychod;272520;4542;60;C
71;8980;Beroun;504000;8400;60;C
39;12541;Praha;31248;2604;12;A
38;8402;Prachatice;41256;3438;12;C
58;8288;Vyskov;24792;1033;24;C
47;8512;Zdar nad Sazavou;88608;7384;12;C
64;8909;Vsetin;48744;1354;36;C
47;8388;Havlickuv Brod;390000;8125;48;C
59;10124;Praha - vychod;155616;3242;48;C
80;8254;Chrudim;277884;7719;36;D
72;8208;Semily;82896;6908;12;A
65;12541;Praha;15420;1285;12;A
45;8444;Kromeriz;253512;7042;36;D
77;8965;Louny;123216;2567;48;C
36;10045;Ceske Budejovice;321180;5353;60;C
51;10446;Most;253560;4226;60;C
54;8965;Louny;130896;5454;24;C
53;9060;Rychnov nad Kneznou;30012;2501;12;C
72;8444;Kromeriz;177744;3703;48;D
39;8843;Rokycany;222180;3703;60;D
36;9624;Zlin;39024;3252;12;A
54;12541;Praha;77184;2144;36;C
57;10673;Ostrava - mesto;68124;5677;12;A
52;10673;Ostrava - mesto;94512;7876;12;B
64;12541;Praha;276084;7669;36;C
64;8980;Beroun;19248;1604;12;A
53;10673;Ostrava - mesto;146064;6086;24;C
